VIEW_SCHEMA,VIEW_NAME,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME
FUSION,Activity Linking Table,FUSION,Ceasing Activity Assessment,Grant Activity Id
FUSION,Activity Approval Verification - not linked,FUSION,Ceasing Activity Assessment,Grant Activity Id
FUSION,Activity Approval Verification - not linked,FUSION,Ceasing Activity Assessment,Approved Action
FUSION,Activity Approval Verification - not linked,FUSION,Ceasing Activity Assessment,Current Activity End Date
FUSION,Activity Approval Verification - not linked,FUSION,Ceasing Activity Assessment,Proposed Additional Funding
FUSION,Activity Approval Verification - not linked,FUSION,Ceasing Activity Assessment,Proposed Organisation Id
FUSION,Activity Linking Table,FUSION,Ceasing Activity Assessment,pmc_ceasingactivityid
GPS,Grant Application Note,GPS,Dim_Application_Note,%Dim_Application_Note_Key
GPS,Grant Application Note,GPS,Dim_Application_Note,Application Note Id
GPS,Grant Application Note,GPS,Dim_Application_Note,Application Note Source Created Date
GPS,Grant Application Note,GPS,Dim_Application_Note,Application Note Source Created By
GPS,Grant Application Note,GPS,Dim_Application_Note,Source_Last_Updated_Date
GPS,Grant Application Note,GPS,Dim_Application_Note,Application Note Type Desc
GPS,Grant Application Note,GPS,Dim_Application_Note,Application Note Text
CRM,Engagement,CRM,pmc_engagement,pmc_engagementid
CRM,Engagement Metatag,CRM,pmc_engagement,pmc_engagementid
CRM,Engagement,CRM,pmc_engagement,pmc_actionrequired
CRM,Engagement,CRM,pmc_engagement,pmc_activitycount
CRM,Engagement,CRM,pmc_engagement,pmc_agencyregion
CRM,Engagement,CRM,pmc_engagement,pmc_contact
CRM,Engagement,CRM,pmc_engagement,pmc_currentsituation
CRM,Engagement,CRM,pmc_engagement,pmc_duedate
CRM,Engagement,CRM,pmc_engagement,pmc_keytopics
CRM,Engagement,CRM,pmc_engagement,pmc_lastactivitydate
CRM,Engagement,CRM,pmc_engagement,pmc_managingorgcodeid
CRM,Engagement Metatag,CRM,pmc_engagement,pmc_metatags
CRM,Engagement,CRM,pmc_engagement,pmc_name
CRM,Engagement,CRM,pmc_engagement,pmc_organisation
CRM,Engagement,CRM,pmc_engagement,pmc_subregionidname
CRM,Engagement,CRM,pmc_engagement,ownerid
CRM,Engagement,CRM,pmc_engagement,owningbusinessunit
CRM,Engagement,CRM,pmc_engagement,createdon
CRM,Engagement,CRM,pmc_engagement,createdby
CRM,Engagement,CRM,pmc_engagement,modifiedon
CRM,Engagement,CRM,pmc_engagement,statuscodename
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Application Tracker Id
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Application Id
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Application Title
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Project Name
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Project Description
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Applicant Name
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Coverage Area List FUSION FD
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Coverage Area List Override
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Reviewed Jobs
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Reviewed Primary Industry
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Reviewed Secondary Industry
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Reviewed Job Type
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Reviewed Job Description
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Reviewed Funding Total (Excl GST)
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,RIA Contact Lead
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,RIA Recommendation
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,RIA Recommended Jobs
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,RIA Funding Recommended (Excl GST)
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,RIA Job Creation Funding Recommended (Excl GST)
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,RIA Job CJBF Funding Recommended (Excl GST)
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,RIA Justification
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,RIA Project Adjustments
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,RIA Proposal Summary
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,RIA Rec CJBF Included
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,RIA Note
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,RIA ORP Compliance Mitigation Strategy
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Panel Recommendation
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Panel Recommended Jobs
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Panel Funding Recommended (Excl GST)
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Panel Job Creation Funding Recommended (Excl GST)
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Panel Job CJBF Funding Recommended (Excl GST)
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Panel Justification
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Panel Project Adjustments
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Panel Proposal Summary
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Panel Rec CJBF Included
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Panel Note
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Panel ORP Compliance Mitigation Strategy
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Delegate Recommendation
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Delegate Recommended Jobs
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Delegate Funding Approved (Excl GST)
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Delegate Job Creation Funding Recommended (Excl GST)
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Delegate Job CJBF Funding Recommended (Excl GST)
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Delegate Justification
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Delegate Project Adjustments
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Delegate Proposal Summary
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Delegate Rec CJBF Included
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Delegate Note
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Delegate ORP Compliance Mitigation Strategy
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Application Tracker Comment
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Application Tracker Executive Update
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Deleted
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,Application Title Override
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,ReBrief Status
Forms_RJED,RJED Application Tracker,Forms_RJED,Application Tracker,ReBrief Note
AURION,Office Locations,AURION,codedetail,Code
AURION,Office Locations,AURION,codedetail,Street_Address
AURION,Office Locations,AURION,codedetail,Suburb
AURION,Office Locations,AURION,codedetail,State
AURION,Office Locations,AURION,codedetail,Post_Code
AURION,Office Locations,AURION,codedetail,Text_Field_1
AURION,Office Locations,AURION,codedetail,Text_Field_2
AURION,Office Locations,AURION,codedetail,Text_Field_3
AURION,Office Locations,AURION,codedetail,Text_Field_4
AURION,Office Locations,AURION,codedetail,Text_Field_5
GeoASGS,CED 2024 AUST WKT,GeoASGS,CED_2021_AUST_GDA2020_Simplified,geom
GeoASGS,CED 2021 AUST WKT,GeoASGS,CED_2021_AUST_GDA2020_Simplified,geom
GeoASGS,CED 2021 AUST WKT,GeoASGS,CED_2021_AUST_GDA2020_Simplified,qgs_fid
GeoASGS,CED 2021 AUST,GeoASGS,CED_2021_AUST_GDA2020_Simplified,qgs_fid
GeoASGS,CED 2024 AUST WKT,GeoASGS,CED_2021_AUST_GDA2020_Simplified,qgs_fid
GeoASGS,CED 2021 AUST,GeoASGS,CED_2021_AUST_GDA2020_Simplified,CED_CODE_2021
GeoASGS,CED 2021 AUST,GeoASGS,CED_2021_AUST_GDA2020_Simplified,CED_NAME_2021
GeoASGS,CED 2021 AUST,GeoASGS,CED_2021_AUST_GDA2020_Simplified,STATE_CODE_2021
GeoASGS,CED 2021 AUST,GeoASGS,CED_2021_AUST_GDA2020_Simplified,STATE_NAME_2021
GeoASGS,CED 2021 AUST,GeoASGS,CED_2021_AUST_GDA2020_Simplified,AUS_CODE_2021
GeoASGS,CED 2021 AUST,GeoASGS,CED_2021_AUST_GDA2020_Simplified,AUS_NAME_2021
GeoASGS,CED 2021 AUST,GeoASGS,CED_2021_AUST_GDA2020_Simplified,AREA_ALBERS_SQKM
GeoASGS,CED 2021 AUST,GeoASGS,CED_2021_AUST_GDA2020_Simplified,ASGS_LOCI_URI_2021
FUSION,Questionnaire Section Template,FUSION,pmc_sectiontemplate,pmc_enabledname
FUSION,Questionnaire Section Template,FUSION,pmc_sectiontemplate,pmc_guidancetext
FUSION,Questionnaire Section Template,FUSION,pmc_sectiontemplate,pmc_name
FUSION,Questionnaire Section Template,FUSION,pmc_sectiontemplate,pmc_order
FUSION,Questionnaire Section Template,FUSION,pmc_sectiontemplate,pmc_questionnairetemplateid
FUSION,Questionnaire Section Template,FUSION,pmc_sectiontemplate,pmc_sectiontemplateid
FUSION,Questionnaire Section Template,FUSION,pmc_sectiontemplate,statecodename
FUSION,Questionnaire Section Template,FUSION,pmc_sectiontemplate,statuscodename
FUSION,Grant Activity Funding,FUSION,pmc_activityfunding,pmc_activityfundingid
FUSION,Grant Activity Funding,FUSION,pmc_activityfunding,pmc_financialyearid
FUSION,Organisation,FUSION,pmc_activityfunding,pmc_financialyearid
FUSION,Grant Activity Funding,FUSION,pmc_activityfunding,pmc_financialyearidname
FUSION,Grant Activity Funding,FUSION,pmc_activityfunding,pmc_fundingamount
FUSION,Organisation,FUSION,pmc_activityfunding,pmc_fundingamount
FUSION,Grant Activity Indicative Risk,FUSION,pmc_activityfunding,pmc_fundingamount
FUSION,Grant Activity Funding,FUSION,pmc_activityfunding,pmc_fundsreleased
FUSION,Grant Activity Funding,FUSION,pmc_activityfunding,pmc_grantactivityid
FUSION,Organisation,FUSION,pmc_activityfunding,pmc_grantactivityid
FUSION,Grant Activity Indicative Risk,FUSION,pmc_activityfunding,pmc_grantactivityid
FUSION,Grant Activity Funding,FUSION,pmc_activityfunding,pmc_name
FUSION,Organisation,FUSION,pmc_activityfunding,pmc_organisationid
FUSION,Grant Activity Funding,FUSION,pmc_activityfunding,pmc_sourcestatusgroupname
FUSION,Grant Activity Funding,FUSION,pmc_activityfunding,statecodename
FUSION,Organisation,FUSION,pmc_activityfunding,statecodename
FUSION,Grant Activity Funding,FUSION,pmc_activityfunding,statuscodename
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Id
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,CDP Payment Model Control Id
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Contract Id
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Region Number
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Organisation Code
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Override Period Type
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Override Start Date
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Override End Date
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Qlik Update Action
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Sub Program
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Payment Type
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Payment Sub Type
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Assessment Type
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Assessment Amount Excl GST
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Assessment Amount Incl GST
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Comment
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,ChangedBy
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,ChangeDate
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,Deleted
NIAA,CDP Payment Assessment Control Data,NIAA,CDP Payment Assessment Control,DateCreated
GPS,Grant Application Service Area,GPS,Dim_Application_Service_Area,%Dim_Application_Service_Area_Key
GPS,Grant Application Service Area,GPS,Dim_Application_Service_Area,Application Service Area Id
GPS,Grant Application Service Area,GPS,Dim_Application_Service_Area,Application Service Area Excluded Flag
GPS,Grant Application Service Area,GPS,Dim_Application_Service_Area,Application Service Area Percentage of Funding
GPS,Grant Application Service Area,GPS,Dim_Application_Service_Area,Application Ranking By Service Area
GPS,Grant Application Service Area,GPS,Dim_Application_Service_Area,Application Service Area Value
GPS,Grant Application Service Area,GPS,Dim_Application_Service_Area,Application Service Area Type
GPS,Grant Application Service Area,GPS,Dim_Application_Service_Area,Application Service Area Funding Amount
CRM,Engagement Outcome,CRM,pmc_engagementoutcome,pmc_engagementoutcomeid
CRM,Engagement Outcome,CRM,pmc_engagementoutcome,pmc_description
CRM,Engagement Outcome,CRM,pmc_engagementoutcome,pmc_engagement
CRM,Engagement Outcome,CRM,pmc_engagementoutcome,pmc_engagementoutcometypename
CRM,Engagement Outcome,CRM,pmc_engagementoutcome,pmc_name
CRM,Engagement Outcome,CRM,pmc_engagementoutcome,pmc_opportunityid
CRM,Engagement Outcome,CRM,pmc_engagementoutcome,pmc_otheroutcome
CRM,Engagement Outcome,CRM,pmc_engagementoutcome,createdon
CRM,Engagement Outcome,CRM,pmc_engagementoutcome,createdby
CRM,Engagement Outcome,CRM,pmc_engagementoutcome,statuscodename
FUSION,Electorate PMC Region,FUSION,Electorate,Electorate Id
FUSION,Electorate Programme,FUSION,Electorate,Electorate Id
FUSION,Electorate Information,FUSION,Electorate,Electorate Id
FUSION,Electorate Organisation Summary,FUSION,Electorate,Electorate Id
FUSION,Electorate Demographic,FUSION,Electorate,Electorate Id
FUSION,Electorate Activity Summary,FUSION,Electorate,Electorate Id
FUSION,Electorate Update,FUSION,Electorate,Electorate Id
FUSION,Electorate Stakeholder,FUSION,Electorate,Electorate Id
FUSION,Elected Representative,FUSION,Electorate,Electorate Id
GPS,Grant Application Service Provided,GPS,Dim_Application_Service_Provided,%Dim_Application_Service_Provided_Key
GPS,Grant Application Service Provided,GPS,Dim_Application_Service_Provided,Application Service Provided Id
GPS,Grant Application Service Provided,GPS,Dim_Application_Service_Provided,Application Service Provided Detailed Service
GPS,Grant Application Service Provided,GPS,Dim_Application_Service_Provided,Application Service Provided Percentage of Funding
GPS,Grant Application Service Provided,GPS,Dim_Application_Service_Provided,Application Service Provided Percentage Places per Service
GPS,Grant Application Service Provided,GPS,Dim_Application_Service_Provided,Application Service Provided Recommended Flag
GPS,Grant Application Service Provided,GPS,Dim_Application_Service_Provided,Application Service Provided Category
GPS,Grant Application Service Provided,GPS,Dim_Application_Service_Provided,Application Service Provided
GPS,Grant Application Service Provided,GPS,Dim_Application_Service_Provided,Application Service Provided Ranking
abs,SA1_TO_ALL,abs,CED_2021,MB_CODE_2016
abs,SA1_TO_ALL,abs,CED_2021,CED_CODE_2021
abs,SA1_TO_ALL,abs,CED_2021,CED_NAME_2021
abs,SA1_TO_ALL,abs,CED_2021,STATE_CODE_2021
abs,SA1_TO_ALL,abs,CED_2021,STATE_NAME_2021
ESS,RAES Payment,ESS,SUB874_RAESEMPLOYMENTOUTCOME_NIAA,EXTRACT_DATE
ESS,RAES Payment,ESS,SUB874_RAESEMPLOYMENTOUTCOME_NIAA,EFFECTIVE_START_DATE
ESS,RAES Payment,ESS,SUB874_RAESEMPLOYMENTOUTCOME_NIAA,EFFECTIVE_END_DATE
ESS,RAES Payment,ESS,SUB874_RAESEMPLOYMENTOUTCOME_NIAA,StatusCode
ESS,RAES Payment,ESS,SUB874_RAESEMPLOYMENTOUTCOME_NIAA,StatusReasonCode
ESS,RAES Payment,ESS,SUB874_RAESEMPLOYMENTOUTCOME_NIAA,DocumentTransactionId
ESS,RAES Payment,ESS,SUB874_RAESEMPLOYMENTOUTCOME_NIAA,BaseRateCode
ESS,RAES Payment,ESS,SUB874_RAESEMPLOYMENTOUTCOME_NIAA,OutcomeLevelOverrideCode
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_abn
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_address1_city
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_address1_line1
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_address1_line2
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_address1_postalcode
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_address1_stateorprovince
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_emailaddress1
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_legalentityid
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_legalentitytypename
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_name
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_organisationid
FUSION,Grant Application,FUSION,pmc_sourceorganisation,pmc_organisationid
FUSION,Grant Activity,FUSION,pmc_sourceorganisation,pmc_organisationid
FUSION,Grant Activity Indicative Risk,FUSION,pmc_sourceorganisation,pmc_organisationid
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_orglegalname
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_sourceorganisationid
FUSION,Grant Activity,FUSION,pmc_sourceorganisation,pmc_sourceorganisationid
FUSION,Grant Application,FUSION,pmc_sourceorganisation,pmc_sourceorganisationid
FUSION,Grant Activity Indicative Risk,FUSION,pmc_sourceorganisation,pmc_sourceorganisationid
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_sourcesystemid
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_sourcesystemidname
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,pmc_tradingname
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,statecodename
FUSION,Source Organisation,FUSION,pmc_sourceorganisation,statuscodename
FUSION,Grant Activity Location Attribution,FUSION,pmc_activitylocationattribution,pmc_activitylocationattributionid
FUSION,Grant Activity Location Attribution,FUSION,pmc_activitylocationattribution,pmc_fylocationattribution
FUSION,Grant Activity Location Attribution,FUSION,pmc_activitylocationattribution,pmc_locationfyattribution
FUSION,Grant Activity Location Attribution,FUSION,pmc_activitylocationattribution,pmc_locationid
FUSION,Grant Activity Location Attribution,FUSION,pmc_activitylocationattribution,statecodename
FUSION,Grant Activity Location Attribution,FUSION,pmc_activitylocationattribution,statuscodename
NDIA,NDIS Location - obsolete,NDIA,P1,P1 Id
NDIA,NDIS Funding by Individual,NDIA,P1,P1 Id
NDIA,Disability Funding - obsolete,NDIA,P1,P1 Id
NDIA,Disability Funding - obsolete,NDIA,P1,PrsnWithDsbltyId
NDIA,NDIS Funding by Individual,NDIA,P1,PrsnWithDsbltyId
NDIA,NDIS Location - obsolete,NDIA,P1,PrsnWithDsbltyId
NDIA,NDIS Location - obsolete,NDIA,P1,PrimaryDisablity
NDIA,NDIS Funding by Individual,NDIA,P1,PrimaryDisablity
NDIA,Disability Funding - obsolete,NDIA,P1,PrimaryDisablity
NDIA,Disability Funding - obsolete,NDIA,P1,Age
NDIA,NDIS Funding by Individual,NDIA,P1,Age
NDIA,NDIS Location - obsolete,NDIA,P1,Age
NDIA,NDIS Location - obsolete,NDIA,P1,Indigenous Indicator
NDIA,NDIS Funding by Individual,NDIA,P1,Indigenous Indicator
NDIA,Disability Funding - obsolete,NDIA,P1,Indigenous Indicator
NDIA,Disability Funding - obsolete,NDIA,P1,LatestApprovalPlan
NDIA,NDIS Funding by Individual,NDIA,P1,LatestApprovalPlan
NDIA,NDIS Location - obsolete,NDIA,P1,LatestApprovalPlan
NDIA,NDIS Location - obsolete,NDIA,P1,LatestApprovalPlan_ExpiryDate
NDIA,NDIS Funding by Individual,NDIA,P1,LatestApprovalPlan_ExpiryDate
NDIA,Disability Funding - obsolete,NDIA,P1,LatestApprovalPlan_ExpiryDate
NDIA,NDIS Location - obsolete,NDIA,P1,LatestApprovalPlan_DurationDays
NDIA,NDIS Location - obsolete,NDIA,P1,Remoteness Area
NDIA,NDIS Funding by Individual,NDIA,P1,Remoteness Area
NDIA,Disability Funding - obsolete,NDIA,P1,Remoteness Area
NDIA,Disability Funding - obsolete,NDIA,P1,Jurisdiction
NDIA,NDIS Funding by Individual,NDIA,P1,Jurisdiction
NDIA,NDIS Location - obsolete,NDIA,P1,Jurisdiction
NDIA,NDIS Location - obsolete,NDIA,P1,LGA
NDIA,NDIS Funding by Individual,NDIA,P1,LGA
NDIA,Disability Funding - obsolete,NDIA,P1,LGA
NDIA,Disability Funding - obsolete,NDIA,P1,Postcode
NDIA,NDIS Funding by Individual,NDIA,P1,Postcode
NDIA,NDIS Location - obsolete,NDIA,P1,Postcode
NDIA,NDIS Location - obsolete,NDIA,P1,Suburb
NDIA,NDIS Funding by Individual,NDIA,P1,Suburb
NDIA,Disability Funding - obsolete,NDIA,P1,Suburb
NDIA,Disability Funding - obsolete,NDIA,P1,Capital_BudgetAmount
NDIA,NDIS Funding by Individual,NDIA,P1,Capital_BudgetAmount
NDIA,NDIS Location - obsolete,NDIA,P1,Capital_BudgetAmount
NDIA,NDIS Location - obsolete,NDIA,P1,Core_BudgetAmount
NDIA,NDIS Funding by Individual,NDIA,P1,Core_BudgetAmount
NDIA,Disability Funding - obsolete,NDIA,P1,Core_BudgetAmount
NDIA,Disability Funding - obsolete,NDIA,P1,Total_BudgetAmount
NDIA,NDIS Funding by Individual,NDIA,P1,Total_BudgetAmount
NDIA,NDIS Location - obsolete,NDIA,P1,Total_BudgetAmount
NDIA,NDIS Location - obsolete,NDIA,P1,Cap_Bld_BudgetAmount
NDIA,NDIS Funding by Individual,NDIA,P1,Cap_Bld_BudgetAmount
NDIA,Disability Funding - obsolete,NDIA,P1,Cap_Bld_BudgetAmount
NDIA,Disability Funding - obsolete,NDIA,P1,PlanNmbr
NDIA,NDIS Funding by Individual,NDIA,P1,PlanNmbr
NDIA,NDIS Location - obsolete,NDIA,P1,PlanNmbr
NDIA,NDIS Location - obsolete,NDIA,P1,Total_Payments
NDIA,NDIS Funding by Individual,NDIA,P1,Total_Payments
NDIA,Disability Funding - obsolete,NDIA,P1,Total_Payments
NDIA,Disability Funding - obsolete,NDIA,P1,Capital_Payments
NDIA,NDIS Funding by Individual,NDIA,P1,Capital_Payments
NDIA,NDIS Location - obsolete,NDIA,P1,Capital_Payments
NDIA,NDIS Location - obsolete,NDIA,P1,Core_Payments
NDIA,NDIS Funding by Individual,NDIA,P1,Core_Payments
NDIA,Disability Funding - obsolete,NDIA,P1,Core_Payments
NDIA,Disability Funding - obsolete,NDIA,P1,Cap_Bld_Payments
NDIA,NDIS Funding by Individual,NDIA,P1,Cap_Bld_Payments
NDIA,NDIS Location - obsolete,NDIA,P1,Cap_Bld_Payments
NDIA,NDIS Location - obsolete,NDIA,P1,SA1 Code 2021
NDIA,NDIS Location - obsolete,NDIA,P1,LoadDate
NDIA,NDIS Funding by Individual,NDIA,P1,LoadDate
NDIA,NDIS Funding by Location,NDIA,P1,LoadDate
NDIA,Disability Funding - obsolete,NDIA,P1,LoadDate
IPP,Reporting PIT Fact,IPP,reporting_pmc_panelprojectreport,objectid
IPP,Reporting PIT Fact,IPP,reporting_pmc_panelprojectreport,pmc_abn
IPP,Reporting PIT Fact,IPP,reporting_pmc_panelprojectreport,pmc_enddate
IPP,Reporting PIT Fact,IPP,reporting_pmc_panelprojectreport,pmc_organisation
IPP,Reporting PIT Fact,IPP,reporting_pmc_panelprojectreport,pmc_primaryagencyid
IPP,Reporting PIT Fact,IPP,reporting_pmc_panelprojectreport,pmc_startdate
IPP,Reporting PIT Fact,IPP,reporting_pmc_panelprojectreport,pmc_supplychainvalue
IPP,Reporting PIT Fact,IPP,reporting_pmc_panelprojectreport,pmc_unspsccodeid
IPP,Reporting PIT Fact,IPP,reporting_pmc_panelprojectreport,datefrom
IPP,Reporting PIT Fact,IPP,reporting_pmc_panelprojectreport,dateto
GPS,Grant Application Status,GPS,Dim_Application_Status,AGENCY_NAME
GPS,Grant Application Status,GPS,Dim_Application_Status,%Dim_Application_Status_Key
GPS,Grant Application Status,GPS,Dim_Application_Status,Application Status Id
GPS,Grant Application Status,GPS,Dim_Application_Status,Application Historical Status
GPS,Grant Application Status,GPS,Dim_Application_Status,Application Status Sub Status
GPS,Grant Application Status,GPS,Dim_Application_Status,Application Status From Date
GPS,Grant Application Status,GPS,Dim_Application_Status,Application Status To Date
GPS,Grant Application Status,GPS,Dim_Application_Status,Application Status Authorised By Login Id
GPS,Grant Application Status,GPS,Dim_Application_Status,Application Status Compliant Description
GPS,Grant Application Status,GPS,Dim_Application_Status,Application Status Eligible Description
GPS,Grant Application Status,GPS,Dim_Application_Status,Application Status Current Indicator
FUSION,CTG Outcome,FUSION,pmc_ctgoutcome,pmc_ctgoutcomeid
FUSION,CTG Outcome,FUSION,pmc_ctgoutcome,pmc_name
FUSION,CTG Outcome,FUSION,pmc_ctgoutcome,pmc_outcomedescription
FUSION,CTG Outcome,FUSION,pmc_ctgoutcome,pmc_sortorder
FUSION,CTG Outcome,FUSION,pmc_ctgoutcome,pmc_targetdescription
FUSION,CTG Outcome,FUSION,pmc_ctgoutcome,statecodename
FUSION,CTG Outcome,FUSION,pmc_ctgoutcome,statuscodename
IPP,Reporting PIT Fact,IPP,reporting_pmc_mmrsubcontract,objectid
IPP,Reporting PIT Fact,IPP,reporting_pmc_mmrsubcontract,pmc_abn
IPP,Reporting PIT Fact,IPP,reporting_pmc_mmrsubcontract,pmc_agencyid
IPP,Reporting PIT Fact,IPP,reporting_pmc_mmrsubcontract,pmc_cnid
IPP,Reporting PIT Fact,IPP,reporting_pmc_mmrsubcontract,pmc_deliverypostcode
IPP,Reporting PIT Fact,IPP,reporting_pmc_mmrsubcontract,pmc_description
IPP,Reporting PIT Fact,IPP,reporting_pmc_mmrsubcontract,pmc_enddate
IPP,Reporting PIT Fact,IPP,reporting_pmc_mmrsubcontract,pmc_organisation
IPP,Reporting PIT Fact,IPP,reporting_pmc_mmrsubcontract,pmc_remotecontract
IPP,Reporting PIT Fact,IPP,reporting_pmc_mmrsubcontract,pmc_startdate
IPP,Reporting PIT Fact,IPP,reporting_pmc_mmrsubcontract,pmc_supplychainvalue
IPP,Reporting PIT Fact,IPP,reporting_pmc_mmrsubcontract,pmc_unspsccodeid
IPP,Reporting PIT Fact,IPP,reporting_pmc_mmrsubcontract,datefrom
IPP,Reporting PIT Fact,IPP,reporting_pmc_mmrsubcontract,dateto
ESS,CDP Contract,ESS,SUB826_SITE_CONTRACT_NIAA,EXTRACT_DATE
ESS,TWES Site Contract,ESS,SUB826_SITE_CONTRACT_NIAA,EXTRACT_DATE
